createdDate,name,playerClass
2015-02-20 12:29:41.296,Veev's Rank 1 Control Warrior,Warrior
2015-02-20 12:52:42.101,SenX Hunter,Hunter
2015-02-20 12:55:13.767,Naiman Hunter,Hunter
2015-02-20 13:01:38.077,Hyped Shredder Rogue,Rogue
2015-02-20 13:02:56.900,Ruiin's Oil Rogue,Rogue
2015-02-20 13:11:54.058,Dog Mech Druid,Druid
2015-02-20 14:35:02.232,Insanity Mage (mech),Mage
2015-02-20 14:48:45.293,Magicamy Rogue,Rogue
2015-02-20 14:51:03.784,Like Clockwork,Rogue
2015-02-20 15:41:50.168,testdecks1,Paladin
2015-02-20 20:19:15.059,Mage: Mech,Mage
2015-02-20 20:55:32.065,PAYTON HUNTER,Hunter
2015-02-20 22:38:23.651,Legend Tweaked Pali,Paladin
2015-02-20 23:31:14.286,Midranged combo druid,Druid
2015-02-21 01:06:48.573,ME SNEEKY,Rogue
2015-02-21 01:26:33.499,WALK THE PLANK,Rogue
2015-02-21 03:01:52.245,Deck1,Priest
2015-02-21 06:50:40.623,mech pally,Paladin
2015-02-21 06:54:09.030,Stu's Control Hunter,Hunter
2015-02-21 10:53:01.949,asdasdas,Druid
2015-02-21 10:53:22.793,Ming,Paladin
2015-02-21 17:44:10.753,Codephobia's Double Combo Mech Druid,Druid
2015-02-21 18:43:18.568,Deathmetal Mechrattle,Hunter
2015-02-21 18:47:39.871,My PAL PALLY,Paladin
2015-02-21 18:52:52.288,mECH sHAMANA mIDRANGO,Shaman
2015-02-21 19:01:33.112,controller druid,Druid
2015-02-21 20:48:15.108,How everyone starts Hearthstone,Priest
2015-02-21 20:57:04.788,All Secrets and a good deck,Paladin
2015-02-21 21:10:49.086,Fatigue Hunter,Hunter
2015-02-21 21:48:02.151,3240,Mage
2015-02-21 22:05:36.190,SunfuryRogue,Rogue
2015-02-22 01:57:43.273,Tempo Shaman Concept,Shaman
2015-02-22 02:12:43.801,Palading: the wrath of the molten giants.,Paladin
2015-02-22 02:30:04.470,Budget Mech Aggro Shaman,Shaman
2015-02-22 03:14:50.030,Priest Mid-Range,Priest
2015-02-22 03:35:29.664,Beginner Decks: Rogue,Rogue
2015-02-22 03:36:03.623,cheap druid,Druid
2015-02-22 03:44:46.676,paladin,Paladin
2015-02-22 04:50:07.087,demons,Warlock
2015-02-22 04:54:31.903,zoo-lock for elf,Warlock
2015-02-22 08:22:54.324,TOP GOLDNE PYSYA,Paladin
2015-02-22 08:56:46.864,Vintage Miracle,Rogue
2015-02-22 09:40:38.961,Mid Death Crisis,Hunter
2015-02-22 10:43:41.853,Demian's Mech ZOO,Warlock
2015-02-22 13:31:01.012,Ka Ka,Priest
2015-02-22 14:09:33.731,sprint,Rogue
2015-02-22 17:32:32.937,Legendary in 5 minutes,Mage
2015-02-22 17:35:53.875,TAUNT IS GOOD,Mage
2015-02-22 18:22:01.799,Midrange ComboLock,Warlock
2015-02-22 19:57:11.879,Wanks Mech Mage,Mage
2015-02-22 19:59:27.991,I WILL SURVIVE,Shaman
2015-02-22 20:09:50.811,NO TRAPS,Hunter
2015-02-22 20:53:15.926,IDK,Warlock
2015-02-22 21:01:10.670,Agile's Sha-Mech,Shaman
2015-02-22 21:06:00.755,Raaaage!!!!,Warrior
2015-02-22 22:04:30.615,Larbeight Oil Rogue,Rogue
2015-02-22 23:16:00.754,DECK OF LEGENDS,Druid
2015-02-22 23:43:46.902,Mage Deck: For Begginers (680 Dust),Mage
2015-02-22 23:50:03.977,BEATING QUESTS 1: Only the mighty.,Druid
2015-02-23 00:31:37.234,Yo Face Bitch,Hunter
2015-02-23 01:40:42.415,A deck I made,Hunter
2015-02-23 01:58:57.660,sdfgh,Mage
2015-02-23 02:14:42.507,McFlurry,Rogue
2015-02-23 02:43:12.987,Malygos OTK,Shaman
2015-02-23 03:24:57.499,Yore Control Paladin,Paladin
2015-02-23 03:34:02.912,Earlygame Priest Burst,Priest
2015-02-23 03:47:48.525,hi,Rogue
2015-02-23 03:48:23.818,Outdated Secrets?,Mage
2015-02-23 04:04:14.005,Deathwinglock,Warlock
2015-02-23 04:07:07.771,it's a secret?,Mage
2015-02-23 04:41:26.448,3462hsdghw46u,Druid
2015-02-23 04:45:40.893,Silentstorm's Demonlock,Warlock
2015-02-23 06:08:27.933,Mechboxer Priest,Priest
2015-02-23 06:10:58.267,Mech Aggro Rogue Concept,Rogue
2015-02-23 06:12:51.167,Mech Zoo Hunter Concept,Hunter
2015-02-23 06:15:11.688,Reincarnate Fun,Shaman
2015-02-23 06:39:12.028,Fat-ass Druid,Druid
2015-02-23 06:44:01.214,Weapon 'n Mechs,Hunter
2015-02-23 12:42:35.478,heavy Mech-lock,Warlock
2015-02-23 12:52:22.528,Anti All Mage,Mage
2015-02-23 12:58:48.673,anti alt paladin,Paladin
2015-02-23 12:59:41.791,Wild Drood,Druid
2015-02-23 14:58:07.689,Midieval Echo,Mage
2015-02-23 16:12:30.567,RalleB's Mech Druid,Druid
2015-02-23 16:24:29.564,Solid Face Hunter,Hunter
2015-02-23 17:04:36.846,Murloctard,Hunter
2015-02-23 17:31:47.480,SirBacon Shaman,Shaman
2015-02-23 18:15:30.073,SilentStorm DemonLock,Warlock
2015-02-23 18:35:46.843,Poor Man's Combo Warrior,Warrior
2015-02-23 18:47:45.457,Gazlowe Warrior,Warrior
2015-02-23 20:21:32.094,Mech bomb lock,Warlock
2015-02-23 21:22:36.427,Jai's MidRange Meta Hunter +1 Kezan Mystic,Hunter
2015-02-23 21:42:55.725,Redemption Value-Storm,Paladin
2015-02-23 22:01:59.889,Treeloc,Druid
2015-02-24 03:03:09.722,SirBacon Midrange Paladin,Paladin
2015-02-24 03:33:07.832,JEREMY JAFFE,Paladin
2015-02-24 03:33:57.805,Frost giants,Mage
2015-02-24 06:03:55.315,custom mech mage,Mage
2015-02-24 07:34:33.837,Oil Rogue,Rogue
2015-02-24 07:36:37.664,Violet Rogue,Rogue
2015-02-24 09:58:03.143,S11 hunter,Hunter
2015-02-24 10:05:03.845,s11 Taunt City,Druid
2015-02-24 10:08:47.001,s11 control paladin,Paladin
2015-02-24 10:49:09.404,war,Warrior
2015-02-24 11:24:34.163,Priestemannen,Priest
2015-02-24 11:54:11.722,Armor wind,Warrior
2015-02-24 12:04:45.616,Midrange Pala,Paladin
2015-02-24 12:28:08.993,Test preist deck,Priest
2015-02-24 12:56:03.012,NO Neptulon Midrange Shaman,Shaman
2015-02-24 13:03:04.013,Budget Midrange Shaman,Shaman
2015-02-24 13:19:31.164,testdeckwar,Warrior
2015-02-24 16:32:32.368,MegaMechPally,Paladin
2015-02-24 16:36:05.006,Pac's Greedy Priest,Priest
2015-02-24 17:33:11.926,Xerrojaz' hunter,Hunter
2015-02-24 19:57:12.686,Grayzon's Handlock,Warlock
2015-02-24 20:24:09.288,Grayzon's Mechanical Mage,Mage
2015-02-24 20:59:48.563,a Decent Anima Golem Deck,Warlock
2015-02-24 21:28:58.680,Counterspell Mage,Mage
2015-02-24 21:53:19.621,Token drood,Druid
2015-02-24 22:10:16.918,GvG Handlock <MagnasGrave>,Warlock
2015-02-24 22:39:55.450,Walking Armory,Warrior
2015-02-24 23:06:27.963,One,Paladin
2015-02-24 23:08:27.806,Kel'Thuzad is on a roaring rampage,Druid
2015-02-24 23:10:52.222,No armor? No Problem.,Warrior
2015-02-25 00:14:24.074,dsf,Shaman
2015-02-25 01:25:04.786,Aggro Warrior,Warrior
2015-02-25 01:56:02.681,Legendary Midrange,Shaman
2015-02-25 02:13:30.763,MZ. Priest,Priest
2015-02-25 03:24:00.345,themang,Rogue
2015-02-25 03:27:02.942,Anti-Face/Oil Rogue rogue,Rogue
2015-02-25 03:46:10.324,AWESOME,Paladin
2015-02-25 04:14:57.309,Trump Priest Attempt,Priest
2015-02-25 04:16:58.136,take the dick,Warrior
2015-02-25 06:31:33.479,Control Spawn Shaman,Shaman
2015-02-25 07:23:03.823,Mech mage1,Mage
2015-02-25 07:26:33.175,ramp druid1,Druid
2015-02-25 08:19:09.543,GvG Burst Shaman,Shaman
2015-02-25 09:45:55.490,Rock´n´Roll,Warrior
2015-02-25 10:00:22.973,"Sensei, notice me",Rogue
2015-02-25 10:06:58.832,Mechanical Cancer,Mage
2015-02-25 10:28:14.416,Tahj's Oil Rogue,Rogue
2015-02-25 10:37:21.030,Hug Face,Hunter
2015-02-25 11:11:45.534,Full Controll Of Meta,Priest
2015-02-25 11:16:12.205,Tahj's Demonlock,Warlock
2015-02-25 11:30:48.047,Burn　&　Clock,Mage
2015-02-25 11:31:06.534,Blingtron Token Druid,Druid
2015-02-25 11:40:33.766,Divine Mech-Plosion,Warlock
2015-02-25 12:32:51.426,Mindfuck Priest,Priest
2015-02-25 14:30:47.165,No Undertaker Zoo,Warlock
2015-02-25 14:56:15.454,Token Shaman,Shaman
2015-02-25 20:26:56.929,Stoge's Terror Lock!,Warlock
2015-02-25 21:43:01.783,Mech Mage SevenL,Mage
2015-02-25 21:51:40.055,MecaLino SevenL,Rogue
2015-02-25 22:07:26.913,Oil Rogue SevenL,Rogue
2015-02-25 22:12:54.879,Shaman Control SevenL,Shaman
2015-02-25 22:30:37.404,hobgoblin rogue,Rogue
2015-02-25 22:33:12.416,Paladink,Paladin
2015-02-26 00:12:10.998,fttffty,Paladin
2015-02-26 01:15:21.094,Budget Aggro Druid,Druid
2015-02-26 02:25:24.237,DIVINE WHISPERS,Druid
2015-02-26 02:43:23.270,Ramp drood,Druid
2015-02-26 04:03:18.797,ValueReaper 4000,Druid
2015-02-26 04:09:48.965,trumpW,Druid
2015-02-26 05:28:52.199,SMOrc,Warrior
2015-02-26 05:40:15.107,6 Dirty Decks In-A-Row,Paladin
2015-02-26 05:51:38.787,Rank 1 Legend Oil Rogue (Season 11),Rogue
2015-02-26 10:44:08.910,Enter the Shadows (Legend Rank),Priest
2015-02-26 11:06:23.490,The Wise Paladin,Paladin
2015-02-26 11:14:18.278,Mecht,Priest
2015-02-26 12:10:27.461,Secret/Gadgetzan/Gazlowe-Mech,Paladin
2015-02-26 14:08:58.056,Indyo's Meta-Control Priest,Priest
2015-02-26 14:30:34.399,Ramp Druid (tempo + burst),Druid
2015-02-26 16:41:52.138,My own Freeze Mage,Mage
2015-02-26 17:25:05.436,Budget Midrange,Priest
2015-02-26 17:28:29.078,Hopeful Priest,Priest
2015-02-26 18:11:55.448,Budget priest for ladder,Priest
2015-02-26 18:25:00.023,Ancestor's Call Malygos burst,Shaman
2015-02-26 18:38:17.045,Wispy Cannon  -Trump,Shaman
2015-02-26 19:00:25.783,Crusher Shaman - GvG Update,Shaman
2015-02-26 19:05:19.573,Jai's Combo Druid +1 Kezan Mystic,Druid
2015-02-26 19:18:35.663,Dark Token Druid,Druid
2015-02-26 19:23:06.747,Crusher Lite,Shaman
2015-02-26 19:44:19.000,My Mech Mage,Mage
2015-02-26 23:28:39.668,Ruiin's RattleSnake Hunter.,Hunter
2015-02-26 23:48:01.130,Eat my Steel,Warrior
2015-02-27 01:00:22.914,BOOM,Mage
2015-02-27 02:06:57.321,decently priced control war,Warrior
2015-02-27 02:13:29.627,Walking Armory (With Minions),Warrior
2015-02-27 02:26:31.245,k,Priest
2015-02-27 03:12:44.411,Draw-a-din,Paladin
2015-02-27 03:22:04.249,Goblin Portal,Warlock
2015-02-27 03:30:18.397,Heal/Damage Lightwarden deck,Warlock
2015-02-27 03:33:11.736,Budget Mech Druid,Druid
2015-02-27 03:37:48.045,Commanding Shout,Warrior
2015-02-27 03:47:30.163,Call pet,Hunter
2015-02-27 03:55:17.583,Echo Mirror,Mage
2015-02-27 04:33:30.878,xXThe2zoXx Mech Mage,Mage
2015-02-27 04:44:20.830,Hobgoblock,Warlock
2015-02-27 04:56:35.956,Assassin's Blade Rogue,Rogue
2015-02-27 05:00:07.389,"Perfeckt Rush Priest, Boooom!!",Priest
2015-02-27 06:02:37.844,The Watcher,Druid
2015-02-27 09:49:08.474,BackSpace Oil,Rogue
2015-02-27 13:29:27.276,beckys mechmage deck,Mage
2015-02-27 14:41:30.358,Mid-range Multi-combo Druid,Druid
2015-02-27 14:49:14.594,Hobby Lobby,Warrior
2015-02-27 15:27:46.231,Let me change your mind,Priest
2015-02-27 17:03:14.437,OTK^2,Shaman
2015-02-27 19:00:42.559,Expert Hero Killer,Mage
2015-02-27 21:00:21.520,"Pope Miracoli, the messaih of ladder",Priest
2015-02-28 01:13:03.298,shitty budget paladin,Paladin
2015-02-28 02:45:07.305,Something,Priest
2015-02-28 04:02:29.941,bing bang boom,Mage
2015-02-28 04:04:26.334,Silent Hunter,Hunter
2015-02-28 04:09:31.552,Light Burn,Priest
2015-02-28 04:26:11.690,4 Giants 1 Mage,Mage
2015-02-28 04:54:19.845,Midrange Warlock,Warlock
2015-02-28 05:31:20.114,Extreme Value,Mage
2015-02-28 05:44:28.546,turn 7+ reincarnate your face to hell,Shaman
2015-02-28 06:25:13.335,Deathlord Paladin,Paladin
2015-02-28 06:58:47.928,paladin stuff,Paladin
2015-02-28 09:14:18.971,30 legendaries,Paladin
2015-02-28 10:33:48.612,Sharpsword Rogue,Rogue
2015-02-28 11:22:12.411,Pascals Huntard deck,Hunter
2015-02-28 11:28:51.338,Taplock,Warlock
2015-02-28 13:39:08.625,testdeck v2,Paladin
2015-02-28 14:40:47.563,Dog Oil Rogue,Rogue
2015-02-28 15:48:14.095,senex hunter,Hunter
2015-02-28 17:22:16.871,Holy Priest,Priest
2015-02-28 17:56:00.519,+6,Druid
2015-02-28 18:26:05.387,Control with bomb lobber and big guys,Warrior
2015-02-28 19:10:39.870,Aggro Superb,Mage
2015-02-28 20:37:12.372,Mind blast Velen,Priest
2015-02-28 21:18:03.831,Legendary no Scum Druid,Druid
2015-02-28 22:22:49.649,Ballie's Control Rogue (In depth Guide),Rogue
2015-02-28 22:54:54.595,"Jai""s MidRange Mech Mage",Mage
2015-02-28 23:20:33.390,Druid ramp 1.0,Druid
2015-02-28 23:29:44.232,Spell Mech Mage v1.0,Mage
2015-02-28 23:33:45.832,Mech Mage v1.0,Mage
2015-02-28 23:44:06.444,Midrange death hunter,Hunter
2015-02-28 23:53:06.867,Ipoiliw's Face Hunter,Hunter
2015-03-01 00:05:58.657,Basic mage,Mage
2015-03-01 00:11:31.411,Knagg,Shaman
2015-03-01 01:31:06.501,Synergy,Mage
2015-03-01 01:36:46.199,Rekterino Kappa XD XD,Rogue
2015-03-01 02:11:22.902,Raging Worgen Combo Warrior,Warrior
2015-03-01 02:55:38.054,Reaso's Token Mech Druid,Druid
2015-03-01 03:11:47.878,asdfwqe,Paladin
2015-03-01 03:45:27.660,Low Cost Mage Deck (600 Dust),Mage
2015-03-01 07:14:50.571,Terrorlock v1,Warlock
2015-03-01 08:18:02.078,blingtron,Rogue
2015-03-01 11:23:04.444,Road To Hell !,Warlock
2015-03-01 12:43:41.610,Mech Anto Dupli,Mage
2015-03-01 12:52:51.496,SylvanHunter GvG Control Hunter,Hunter
2015-03-01 13:51:52.585,millfurion,Druid
2015-03-01 14:10:15.975,Gramps,Paladin
2015-03-01 14:15:08.518,Robotits,Mage
2015-03-01 14:18:19.964,Good With Kids,Priest
2015-03-01 14:21:51.371,Kapow,Shaman
2015-03-01 14:23:55.290,Ganjaman,Druid
2015-03-01 14:25:38.445,Gayboy,Hunter
2015-03-01 14:33:01.650,Handjob,Warlock
2015-03-01 14:38:46.140,mechfurion,Druid
2015-03-01 14:39:17.564,Butch,Warrior
2015-03-01 16:45:29.259,own temp test,Priest
2015-03-01 17:09:44.078,Healing Done Wrong,Priest
2015-03-01 19:12:51.078,miracle p,Priest
2015-03-01 20:07:05.045,Mimiron's Mechrogue,Rogue
2015-03-01 20:45:43.321,Silent Storm Demonlock,Warlock
2015-03-01 21:49:05.050,Call Krush,Hunter
2015-03-01 21:49:09.710,Cheap hunter for ranked,Hunter
2015-03-01 22:25:25.822,It's like priest. But mage.,Mage
2015-03-01 23:17:29.779,Burst Paladin,Paladin
2015-03-02 01:29:07.835,"Fel Reaver , Anti magic Deck",Priest
2015-03-02 03:26:50.304,money,Warlock
2015-03-02 06:02:31.844,Rusen Rogue,Rogue
2015-03-02 10:38:37.440,fdghdfgr,Rogue
2015-03-02 11:09:49.699,druid gerd,Druid
2015-03-02 14:45:40.862,Overdraw-Druid,Druid
2015-03-02 14:50:06.435,Grape's Demonlock,Warlock
2015-03-02 16:22:45.885,Murcman,Shaman
2015-03-02 19:31:14.042,Newcomer Deck Series: Shaman,Shaman
2015-03-02 20:04:05.322,Great Mech Mage Deck,Mage
2015-03-02 22:15:45.491,AWESOME12,Paladin
2015-03-02 23:53:25.622,Mech Tempo Hunter,Hunter
2015-03-03 01:09:06.841,Miracle Oil,Rogue
2015-03-03 01:44:30.859,Nature's Profit,Druid
2015-03-03 02:32:45.812,Divine Paladin,Paladin
2015-03-03 03:57:37.804,Reaso's Mech-like-Mage Warrior,Warrior
2015-03-03 04:27:48.779,Budget Oil Rogue,Rogue
2015-03-03 06:26:29.188,Fun Parts,Rogue
2015-03-03 11:59:42.692,Afso:   Tempo druid (update),Druid
2015-03-03 14:51:07.061,Grape's Handlock,Warlock
2015-03-03 15:29:35.335,Grape's Divine Shield paladin,Paladin
2015-03-03 16:04:28.481,none,Druid
2015-03-03 19:09:05.935,Leomane's Fast Druid,Druid
2015-03-03 19:14:00.573,oil rogue shredder,Rogue
2015-03-03 21:24:18.711,Time to pay,Priest
2015-03-03 23:24:09.520,mm,Mage
2015-03-04 01:08:13.040,budget Midrange Druid,Druid
2015-03-04 01:10:44.103,Midrange Hunter legend #338 N/A,Hunter
2015-03-04 01:17:28.887,fast obrigado,Druid
2015-03-04 01:23:22.389,zu,Warlock
2015-03-04 01:29:01.304,rog,Rogue
2015-03-04 08:35:36.096,illuminator mage,Mage
2015-03-04 10:55:55.877,Value Midrange Shaman,Shaman
2015-03-04 18:03:35.135,S11 Optimised Druid Decklist,Druid
2015-03-04 20:20:10.505,Mid-Range hybrid for March Season meta.,Hunter
2015-03-04 21:23:00.736,mecha priest,Priest
2015-03-04 21:27:39.911,m3chadin,Paladin
2015-03-04 23:33:07.333,Salty Dog Control/tempo mage,Mage
2015-03-04 23:41:57.747,BunnyMuffins Face Hunter,Hunter
2015-03-05 00:40:54.852,DemonKing's Mech Mage,Mage
2015-03-05 01:00:00.240,fun warrior deck,Warrior
2015-03-05 03:05:52.650,Midrange Shamalamadingdong,Shaman
2015-03-05 04:00:59.221,Too Many Justice,Paladin
2015-03-05 04:30:16.825,Divine Power,Paladin
2015-03-05 10:40:33.006,Mexico by IGrindThis,Mage
2015-03-05 15:12:19.707,Control Warrior ZD,Warrior
2015-03-05 15:15:12.076,Midrange Hunter ZD,Hunter
2015-03-05 15:17:53.005,Handlock ZD,Warlock
2015-03-05 15:21:15.458,Face Hunter ZD,Hunter
2015-03-05 15:24:08.844,Mech Scum ZD,Mage
2015-03-05 16:58:19.393,Freeze mage -- ALL NOTES HERE!!,Mage
2015-03-05 17:17:27.358,Budget Zoo,Warlock
2015-03-05 20:31:28.701,Greekhumanist's Mech-hunter,Hunter
2015-03-05 22:18:00.290,Bomber Paldin,Paladin
2015-03-05 22:19:34.314,Aggro Beast Hunter,Hunter
2015-03-06 00:09:55.889,Velen Priest,Priest
2015-03-06 02:30:05.873,GOOBYSENCHOU's Standard Shaman,Shaman
2015-03-06 03:01:48.875,Testing Mage Deck,Mage
2015-03-06 03:51:16.128,ranav cheap-a dead,Shaman
2015-03-06 04:48:36.041,Budget Midrange Hunter,Hunter
2015-03-06 06:42:54.914,sniper,Hunter
2015-03-06 07:08:36.729,Fun Warrior,Warrior
2015-03-06 07:41:01.198,Steal! That! Deck!,Priest
2015-03-06 12:10:07.868,640 dust Budget Druid,Druid
2015-03-06 13:36:39.257,Sjow Kel'Thuzad Control Warrior,Warrior
2015-03-06 16:15:40.145,Tremil Borrekors,Shaman
2015-03-06 17:21:34.359,Combo Hype,Shaman
2015-03-06 17:22:48.315,MineField,Warrior
2015-03-06 17:38:20.696,Intendant,Paladin
2015-03-06 18:14:30.379,Spell Power Hunter,Hunter
2015-03-06 19:23:31.584,Legendary Control Rogue,Rogue
2015-03-06 20:38:02.013,Bling Zoo,Warlock
2015-03-06 21:00:25.291,Final Prophet Unstoppable Control Palidan,Paladin
2015-03-06 21:24:02.980,KingRymo's tempo mage,Mage
2015-03-06 21:37:20.722,Pali Token Aggro Control,Paladin
2015-03-06 22:11:25.611,Nature druid,Druid
2015-03-06 23:21:33.849,Gazlowe Mech Mage,Mage
2015-03-07 00:03:02.631,Operator New_Age's Demonlock,Warlock
2015-03-07 01:40:33.000,Counter measures -- Strife Co.,Mage
2015-03-07 04:07:20.249,PJSalt Warrior,Warrior
2015-03-07 04:45:35.249,Graphsuxthebudget,Mage
2015-03-07 05:01:39.523,I want to touch the Kripparian,Warlock
2015-03-07 14:41:12.221,Legendary Healadin,Paladin
2015-03-07 19:47:04.787,Midrange Control Hunter,Hunter
2015-03-07 20:03:32.004,WoodyTheStar's Hunt,Hunter
2015-03-07 20:21:55.211,Hand Preest,Priest
2015-03-07 21:00:52.871,Mechasecretdin,Paladin
2015-03-08 01:19:24.351,Face Shaman,Shaman
2015-03-08 07:47:45.617,bleh,Mage
2015-03-08 11:56:46.136,Mech Zoo ZD,Warlock
2015-03-08 11:58:50.070,Spurius Pally,Paladin
2015-03-08 15:18:54.583,Lifecoachs Frozen Plainslock Deck,Warlock
2015-03-08 15:47:10.459,Metabreaker,Shaman
2015-03-08 16:17:55.675,Worse version of mech mage,Warlock
2015-03-08 17:40:15.595,Nigel's Control Hunter,Hunter
2015-03-08 19:07:10.694,You Can't Kill My Shit,Shaman
2015-03-08 22:28:32.643,Anti Spell Mage Concept,Mage
2015-03-08 22:44:05.849,Minion Cost Mage Concept,Mage
2015-03-08 22:52:04.503,cangraphevenfuckthisup?,Mage
2015-03-08 23:24:54.173,Midrange Mech Paladin!,Paladin
2015-03-09 00:10:02.209,Nevitz Secrets mage,Mage
2015-03-09 00:33:26.125,S12 Zoo,Warlock
2015-03-09 01:23:38.475,Shadow Priest (March),Priest
2015-03-09 02:12:20.478,what mage is this?,Mage
2015-03-09 02:55:50.029,StrifeCro's Mech Mage,Mage
2015-03-09 03:19:28.039,SylvanHunter Hobgoblin Zoo,Warlock
2015-03-09 05:15:07.206,Basic Midrange Hunter,Hunter
2015-03-09 06:07:58.432,literallyjusthittheirface,Hunter
2015-03-09 06:23:32.411,kolento priest (?,Priest
2015-03-09 10:06:38.646,Grind Lock,Warlock
2015-03-09 12:20:53.826,Sjow's Control Warrior,Warrior
2015-03-09 13:56:19.329,Death is only the beginning.,Priest
2015-03-09 16:01:01.494,Rdu's Oil Rogue,Rogue
2015-03-09 16:12:09.152,Savjz's Oil Rogue,Rogue
2015-03-09 17:15:04.926,Forsen Freeze/ Illimun/pyro/sheep,Mage
2015-03-09 17:18:40.392,Reynard Freeze - Clockwork Gnome/no pyro,Mage
2015-03-09 17:46:12.755,Nev druid season 10,Druid
2015-03-09 17:49:48.218,Nev Warrior,Warrior
2015-03-09 17:53:52.723,nev druid with combo,Druid
2015-03-09 18:02:50.161,Nev lock,Warlock
2015-03-09 21:05:39.816,Shaman Deathriddle,Shaman
2015-03-09 21:16:07.096,LucasLost's Budget Control Priest,Priest
2015-03-09 22:35:47.813,VOLTRON HYPE,Rogue
2015-03-09 22:41:26.763,VOLTRON is coming,Rogue
2015-03-10 02:02:06.294,AOE Priest,Priest
2015-03-10 11:35:58.292,Blood Knight?,Paladin
2015-03-10 11:50:37.799,Irron Watcher,Druid
2015-03-10 16:54:08.467,Slothslayer's Mech Rouge,Rogue
2015-03-10 17:01:26.814,Aggro Zoo,Warlock
2015-03-10 20:42:08.279,Defensive Shaman Concept,Shaman
2015-03-10 20:45:52.144,Defensive Paladin Concept,Paladin
2015-03-10 20:47:30.884,Defensive Demonlock Concept,Warlock
2015-03-10 20:49:23.363,Defensive Hunter Concept,Hunter
2015-03-10 20:51:26.581,Defensive Rogue Concept,Rogue
2015-03-10 20:55:10.535,Defensive Priest Concept,Priest
2015-03-10 21:04:43.827,Marchosias secret mage 2.0 / vs  control,Mage
2015-03-10 21:09:08.288,Hunter Mech,Hunter
2015-03-10 22:23:20.952,Rattle Mage,Mage
2015-03-10 23:59:14.879,Watcher Paladin,Paladin
2015-03-11 00:56:22.922,Millfurion Stormrage,Druid
2015-03-11 14:24:07.187,NuclearTaco's REKTING priest,Priest
2015-03-11 15:15:54.711,COunter measrues,Mage
2015-03-11 17:57:25.518,Illidan Druid,Druid
2015-03-11 22:37:56.146,Facehunter,Hunter
2015-03-11 23:51:14.182,Pally Punch,Paladin
2015-03-12 00:02:28.799,Fun Mage,Mage
2015-03-12 06:46:59.892,Demons'n'Stuff,Warlock
2015-03-12 16:52:17.979,Mage -- Alll types general notes,Mage
2015-03-12 17:09:47.122,#STRONGER,Mage
2015-03-12 17:12:58.863,Bloodlips Top 1 EU Tempo mage (similiar to Nevitz deck),Mage
2015-03-12 17:58:59.683,Pesty Tempo Mage,Mage
2015-03-12 18:53:45.245,Legend New Meta Paladin by Viktor Stay,Paladin
2015-03-13 02:01:08.780,ayylmao,Hunter
2015-03-13 04:44:49.322,Bloodlust Shaman,Shaman
2015-03-13 05:56:12.198,Board (Anti Aggro Mage),Mage
2015-03-13 06:39:52.758,Rank Oil Rogue,Rogue
2015-03-13 11:28:45.517,Combo MechLock,Warlock
2015-03-13 14:59:38.893,budget mech druid ok,Druid
2015-03-13 17:19:26.528,No Spell For You,Mage
2015-03-13 19:39:37.482,Paladin AM,Paladin
2015-03-13 19:50:19.268,Druid AM,Druid
2015-03-13 19:54:38.532,Sqlut's Aggro Priest,Priest
2015-03-13 20:07:50.784,Top16 Eu Kel Thuzad Rogue,Rogue
2015-03-13 20:27:14.536,Doable Doctor,Priest
2015-03-13 21:09:13.287,Reyanrd Freeze no mad scientits,Mage
2015-03-13 21:19:55.808,Tempo Mage basic blueprint,Mage
2015-03-13 23:09:39.907,Hobgoblin Combo Deck,Warrior
2015-03-14 00:35:13.428,OP demonlock,Warlock
2015-03-14 10:55:21.574,Derp Priest,Priest
2015-03-14 11:10:03.518,Chalk Warrior,Warrior
2015-03-14 11:57:24.428,Zetalot's Draw Priest,Priest
2015-03-14 14:34:26.688,fun,Priest
2015-03-14 14:38:35.292,iwbud,Priest
2015-03-14 21:31:34.189,Ramp efficient Dyrus Healer deck,Priest
2015-03-14 22:05:20.151,"Low budget,mid-range,semi control, deathwing,miracle warlock",Druid
2015-03-15 03:17:50.528,Hig's War,Warrior
2015-03-15 05:21:30.821,ATHOSLINDO,Hunter
2015-03-15 16:21:11.956,why has nobody thought of this before,Warrior
2015-03-15 19:59:08.814,Madma's Demonlock,Warlock
2015-03-15 20:10:30.624,"Basic druid, Ramp / Kel'Thuzad",Druid
2015-03-15 20:48:59.726,"Mechmage, no secrets, tweaking available",Mage
2015-03-15 21:05:03.693,Peter's Priest,Priest
2015-03-16 01:56:24.777,Mech-Man,Shaman
2015-03-16 03:03:33.874,Mech Cancer Hunter,Hunter
2015-03-16 04:28:02.489,The Struggle,Rogue
2015-03-16 06:59:22.846,Pankakemixxx hunter,Hunter
2015-03-16 07:02:52.004,Pankakemixxx mage,Mage
2015-03-16 07:06:23.345,Pankakemixxx paladin,Paladin
2015-03-16 07:09:05.755,Pankakemixxx druid,Druid
2015-03-16 07:14:10.374,Pankakemixxx Warrior,Warrior
2015-03-16 08:43:05.838,TGS paladin Rank game Big deck paladin,Paladin
2015-03-16 08:52:40.105,Classic,Shaman
2015-03-16 12:13:03.134,Counter Pally,Paladin
2015-03-16 12:24:20.124,Druid Mixer,Druid
2015-03-16 12:34:58.748,Midrange-ish Huntard,Hunter
